ID,ds,y
10370,2013-10-04,72.800003
10371,2013-10-07,71.870003
10372,2013-10-08,72.900002
10373,2013-10-09,73.0
10374,2013-10-10,74.790001
10375,2013-10-11,74.82
10376,2013-10-14,74.68
10377,2013-10-15,74.370003
10378,2013-10-16,75.599998
10379,2013-10-17,75.779999
10380,2013-10-18,75.709999
10381,2013-10-21,75.150002
10382,2013-10-22,76.32
10383,2013-10-23,75.900002
10384,2013-10-24,76.419998
10385,2013-10-25,76.080002
10386,2013-10-28,77.139999
10387,2013-10-29,77.059998
10388,2013-10-30,76.910004
10389,2013-10-31,76.75
10390,2013-11-01,77.07
10391,2013-11-04,77.330002
10392,2013-11-05,77.419998
10393,2013-11-06,78.160004
10394,2013-11-07,77.510002
10395,2013-11-08,77.959999
10396,2013-11-11,79.010002
10397,2013-11-12,78.709999
10398,2013-11-13,78.900002
10399,2013-11-14,79.080002
10400,2013-11-15,79.220001
10401,2013-11-18,79.220001
10402,2013-11-19,79.25
10403,2013-11-20,78.900002
10404,2013-11-21,78.860001
10405,2013-11-22,79.809998
10406,2013-11-25,80.43
10407,2013-11-26,80.68
10408,2013-11-27,80.93
10409,2013-11-29,81.010002
10410,2013-12-02,81.110001
10411,2013-12-03,81.209999
10412,2013-12-04,80.220001
10413,2013-12-05,79.440002
10414,2013-12-06,79.940002
10415,2013-12-09,79.949997
10416,2013-12-10,79.080002
10417,2013-12-11,79.089996
10418,2013-12-12,78.5
10419,2013-12-13,78.080002
10420,2013-12-16,77.739998
10421,2013-12-17,77.25
10422,2013-12-18,77.940002
10423,2013-12-19,77.239998
10424,2013-12-20,77.43
10425,2013-12-23,77.870003
10426,2013-12-24,78.010002
10427,2013-12-26,78.389999
10428,2013-12-27,78.470001
10429,2013-12-30,78.629997
10430,2013-12-31,78.690002
10431,2014-01-02,78.910004
10432,2014-01-03,78.650002
10433,2014-01-06,78.209999
10434,2014-01-07,78.449997
10435,2014-01-08,77.830002
10436,2014-01-09,78.089996
10437,2014-01-10,78.040001
10438,2014-01-13,77.489998
10439,2014-01-14,77.959999
10440,2014-01-15,77.660004
10441,2014-01-16,76.760002
10442,2014-01-17,76.190002
10443,2014-01-21,75.839996
10444,2014-01-22,75.349998
10445,2014-01-23,74.959999
10446,2014-01-24,74.419998
10447,2014-01-27,74.150002
10448,2014-01-28,74.669998
10449,2014-01-29,74.099998
10450,2014-01-30,74.75
10451,2014-01-31,74.68
10452,2014-02-03,72.660004
10453,2014-02-04,72.730003
10454,2014-02-05,72.870003
10455,2014-02-06,72.82
10456,2014-02-07,73.75
10457,2014-02-10,73.760002
10458,2014-02-11,74.800003
10459,2014-02-12,74.959999
10460,2014-02-13,75.360001
10461,2014-02-14,75.790001
10462,2014-02-18,75.330002
10463,2014-02-19,74.849998
10464,2014-02-20,73.519997
10465,2014-02-21,73.120003
10466,2014-02-24,73.349998
10467,2014-02-25,73.349998
10468,2014-02-26,74.779999
10469,2014-02-27,74.559998
10470,2014-02-28,74.699997
10471,2014-03-03,74.120003
10472,2014-03-04,75.129997
10473,2014-03-05,74.800003
10474,2014-03-06,74.879997
10475,2014-03-07,74.580002
10476,2014-03-10,74.43
10477,2014-03-11,74.919998
10478,2014-03-12,75.529999
10479,2014-03-13,74.93
10480,2014-03-14,74.279999
10481,2014-03-17,74.68
10482,2014-03-18,74.769997
10483,2014-03-19,74.379997
10484,2014-03-20,75.379997
10485,2014-03-21,76.099998
10486,2014-03-24,76.760002
10487,2014-03-25,76.870003
10488,2014-03-26,76.230003
10489,2014-03-27,76.139999
10490,2014-03-28,76.010002
10491,2014-03-31,76.43
10492,2014-04-01,76.769997
10493,2014-04-02,77.18
10494,2014-04-03,77.459999
10495,2014-04-04,77.309998
10496,2014-04-07,77.309998
10497,2014-04-08,78.18
10498,2014-04-09,77.970001
10499,2014-04-10,76.889999
10500,2014-04-11,76.5
10501,2014-04-14,77.379997
10502,2014-04-15,76.879997
10503,2014-04-16,77.220001
10504,2014-04-17,77.660004
10505,2014-04-21,77.599998
10506,2014-04-22,77.559998
10507,2014-04-23,78.040001
10508,2014-04-24,78.309998
10509,2014-04-25,78.620003
10510,2014-04-28,79.760002
10511,2014-04-29,79.669998
10512,2014-04-30,79.709999
10513,2014-05-01,79.699997
10514,2014-05-02,79.120003
10515,2014-05-05,78.620003
10516,2014-05-06,78.010002
10517,2014-05-07,77.959999
10518,2014-05-08,78.690002
10519,2014-05-09,79.199997
10520,2014-05-12,79.150002
10521,2014-05-13,79.139999
10522,2014-05-14,78.739998
10523,2014-05-15,76.830002
10524,2014-05-16,77.010002
10525,2014-05-19,76.610001
10526,2014-05-20,75.690002
10527,2014-05-21,75.660004
10528,2014-05-22,75.389999
10529,2014-05-23,75.610001
10530,2014-05-27,75.589996
10531,2014-05-28,75.529999
10532,2014-05-29,75.980003
10533,2014-05-30,76.769997
10534,2014-06-02,76.760002
10535,2014-06-03,76.709999
10536,2014-06-04,77.129997
10537,2014-06-05,77.32
10538,2014-06-06,77.209999
10539,2014-06-09,77.010002
10540,2014-06-10,76.620003
10541,2014-06-11,76.160004
10542,2014-06-12,75.730003
10543,2014-06-13,75.279999
10544,2014-06-16,75.339996
10545,2014-06-17,74.989998
10546,2014-06-18,75.699997
10547,2014-06-19,75.870003
10548,2014-06-20,75.68
10549,2014-06-23,75.790001
10550,2014-06-24,75.970001
10551,2014-06-25,75.620003
10552,2014-06-26,74.910004
10553,2014-06-27,75.339996
10554,2014-06-30,75.07
10555,2014-07-01,75.279999
10556,2014-07-02,75.620003
10557,2014-07-03,75.75
10558,2014-07-07,76.07
10559,2014-07-08,76.650002
10560,2014-07-09,77.209999
10561,2014-07-10,77.059998
10562,2014-07-11,76.82
10563,2014-07-14,76.550003
10564,2014-07-15,76.839996
10565,2014-07-16,76.860001
10566,2014-07-17,76.610001
10567,2014-07-18,77.089996
10568,2014-07-21,76.769997
10569,2014-07-22,76.639999
10570,2014-07-23,76.989998
10571,2014-07-24,76.349998
10572,2014-07-25,75.970001
10573,2014-07-28,75.709999
10574,2014-07-29,75.440002
10575,2014-07-30,74.779999
10576,2014-07-31,73.580002
10577,2014-08-01,73.540001
10578,2014-08-04,73.540001
10579,2014-08-05,73.339996
10580,2014-08-06,74.199997
10581,2014-08-07,73.949997
10582,2014-08-08,74.669998
10583,2014-08-11,74.360001
10584,2014-08-12,74.220001
10585,2014-08-13,74.029999
10586,2014-08-14,74.389999
10587,2014-08-15,73.900002
10588,2014-08-18,74.489998
10589,2014-08-19,74.879997
10590,2014-08-20,74.959999
10591,2014-08-21,75.550003
10592,2014-08-22,75.730003
10593,2014-08-25,75.690002
10594,2014-08-26,75.519997
10595,2014-08-27,75.849998
10596,2014-08-28,75.900002
10597,2014-08-29,75.5
10598,2014-09-02,75.75
10599,2014-09-03,76.010002
10600,2014-09-04,76.559998
10601,2014-09-05,77.510002
10602,2014-09-08,76.529999
10603,2014-09-09,76.739998
10604,2014-09-10,76.510002
10605,2014-09-11,76.099998
10606,2014-09-12,75.769997
10607,2014-09-15,75.809998
10608,2014-09-16,76.32
10609,2014-09-17,76.239998
10610,2014-09-18,76.220001
10611,2014-09-19,76.839996
10612,2014-09-22,76.309998
10613,2014-09-23,75.599998
10614,2014-09-24,77.080002
10615,2014-09-25,76.120003
10616,2014-09-26,76.489998
10617,2014-09-29,76.080002
10618,2014-09-30,76.470001
10619,2014-10-01,76.120003
10620,2014-10-02,76.230003
10621,2014-10-03,77.32
10622,2014-10-06,77.349998
10623,2014-10-07,77.300003
10624,2014-10-08,78.239998
10625,2014-10-09,77.860001
10626,2014-10-10,78.290001
10627,2014-10-13,77.559998
10628,2014-10-14,77.980003
10629,2014-10-15,75.199997
10630,2014-10-16,73.82
10631,2014-10-17,74.099998
10632,2014-10-20,75.139999
10633,2014-10-21,76.019997
10634,2014-10-22,76.029999
10635,2014-10-23,76.25
10636,2014-10-24,76.379997
10637,2014-10-27,76.589996
10638,2014-10-28,76.349998
10639,2014-10-29,76.389999
10640,2014-10-30,76.449997
10641,2014-10-31,76.269997
10642,2014-11-03,76.279999
10643,2014-11-04,77.260002
10644,2014-11-05,77.699997
10645,2014-11-06,77.809998
10646,2014-11-07,78.769997
10647,2014-11-10,79.440002
10648,2014-11-11,79.010002
10649,2014-11-12,79.199997
10650,2014-11-13,82.940002
10651,2014-11-14,82.959999
10652,2014-11-17,83.57
10653,2014-11-18,83.790001
10654,2014-11-19,84.989998
10655,2014-11-20,84.580002
10656,2014-11-21,84.650002
10657,2014-11-24,85.400002
10658,2014-11-25,84.949997
10659,2014-11-26,84.980003
10660,2014-11-28,87.540001
10661,2014-12-01,86.220001
10662,2014-12-02,86.400002
10663,2014-12-03,84.940002
10664,2014-12-04,84.760002
10665,2014-12-05,84.120003
10666,2014-12-08,84.230003
10667,2014-12-09,83.559998
10668,2014-12-10,82.980003
10669,2014-12-11,83.830002
10670,2014-12-12,83.809998
10671,2014-12-15,83.940002
10672,2014-12-16,82.959999
10673,2014-12-17,84.230003
10674,2014-12-18,85.940002
10675,2014-12-19,85.160004
10676,2014-12-22,86.379997
10677,2014-12-23,86.660004
10678,2014-12-24,86.43
10679,2014-12-26,86.910004
10680,2014-12-29,86.639999
10681,2014-12-30,86.790001
10682,2014-12-31,85.879997
10683,2015-01-02,85.900002
10684,2015-01-05,85.650002
10685,2015-01-06,86.309998
10686,2015-01-07,88.599998
10687,2015-01-08,90.470001
10688,2015-01-09,89.349998
10689,2015-01-12,90.019997
10690,2015-01-13,89.309998
10691,2015-01-14,86.610001
10692,2015-01-15,87.379997
10693,2015-01-16,86.769997
10694,2015-01-20,86.690002
10695,2015-01-21,86.639999
10696,2015-01-22,88.300003
10697,2015-01-23,88.510002
10698,2015-01-26,88.629997
10699,2015-01-27,87.529999
10700,2015-01-28,86.82
10701,2015-01-29,87.720001
10702,2015-01-30,84.980003
10703,2015-02-02,85.709999
10704,2015-02-03,86.190002
10705,2015-02-04,86.650002
10706,2015-02-05,87.279999
10707,2015-02-06,87.330002
10708,2015-02-09,85.910004
10709,2015-02-10,87.290001
10710,2015-02-11,86.339996
10711,2015-02-12,85.889999
10712,2015-02-13,85.809998
10713,2015-02-17,85.959999
10714,2015-02-18,86.290001
10715,2015-02-19,83.519997
10716,2015-02-20,84.300003
10717,2015-02-23,84.599998
10718,2015-02-24,84.57
10719,2015-02-25,83.57
10720,2015-02-26,83.800003
10721,2015-02-27,83.93
10722,2015-03-02,83.959999
10723,2015-03-03,83.370003
10724,2015-03-04,82.580002
10725,2015-03-05,83.57
10726,2015-03-06,82.589996
10727,2015-03-09,82.879997
10728,2015-03-10,82.07
10729,2015-03-11,80.690002
10730,2015-03-12,81.900002
10731,2015-03-13,81.900002
10732,2015-03-16,83.290001
10733,2015-03-17,82.620003
10734,2015-03-18,82.529999
10735,2015-03-19,81.519997
10736,2015-03-20,83.239998
10737,2015-03-23,83.309998
10738,2015-03-24,83.050003
10739,2015-03-25,81.32
10740,2015-03-26,81.889999
10741,2015-03-27,81.349998
10742,2015-03-30,82.529999
10743,2015-03-31,82.25
10744,2015-04-01,80.709999
10745,2015-04-02,80.730003
10746,2015-04-06,80.989998
10747,2015-04-07,80.5
10748,2015-04-08,81.029999
10749,2015-04-09,80.839996
10750,2015-04-10,80.650002
10751,2015-04-13,80.290001
10752,2015-04-14,80.150002
10753,2015-04-15,79.739998
10754,2015-04-16,79.239998
10755,2015-04-17,77.879997
10756,2015-04-20,78.139999
10757,2015-04-21,78.029999
10758,2015-04-22,78.43
10759,2015-04-23,79.18
10760,2015-04-24,79.839996
10761,2015-04-27,79.370003
10762,2015-04-28,79.099998
10763,2015-04-29,77.879997
10764,2015-04-30,78.050003
10765,2015-05-01,78.599998
10766,2015-05-04,79.18
10767,2015-05-05,78.129997
10768,2015-05-06,77.650002
10769,2015-05-07,78.029999
10770,2015-05-08,78.529999
10771,2015-05-11,78.099998
10772,2015-05-12,78.959999
10773,2015-05-13,78.160004
10774,2015-05-14,78.720001
10775,2015-05-15,79.239998
10776,2015-05-18,79.919998
10777,2015-05-19,76.43
10778,2015-05-20,75.900002
10779,2015-05-21,76.110001
10780,2015-05-22,75.860001
10781,2015-05-26,74.900002
10782,2015-05-27,75.190002
10783,2015-05-28,74.839996
10784,2015-05-29,74.269997
10785,2015-06-01,74.730003
10786,2015-06-02,74.529999
10787,2015-06-03,74.889999
10788,2015-06-04,74.150002
10789,2015-06-05,73.059998
10790,2015-06-08,72.610001
10791,2015-06-09,72.470001
10792,2015-06-10,72.93
10793,2015-06-11,72.940002
10794,2015-06-12,72.43
10795,2015-06-15,71.93
10796,2015-06-16,72.349998
10797,2015-06-17,72.730003
10798,2015-06-18,72.980003
10799,2015-06-19,72.739998
10800,2015-06-22,72.790001
10801,2015-06-23,72.57
10802,2015-06-24,72.379997
10803,2015-06-25,71.860001
10804,2015-06-26,72.120003
10805,2015-06-29,71.419998
10806,2015-06-30,70.93
10807,2015-07-01,71.879997
10808,2015-07-02,71.860001
10809,2015-07-06,72.529999
10810,2015-07-07,73.790001
10811,2015-07-08,73.059998
10812,2015-07-09,72.779999
10813,2015-07-10,73.120003
10814,2015-07-13,73.879997
10815,2015-07-14,73.790001
10816,2015-07-15,73.650002
10817,2015-07-16,73.830002
10818,2015-07-17,73.389999
10819,2015-07-20,73.099998
10820,2015-07-21,72.739998
10821,2015-07-22,73.160004
10822,2015-07-23,72.510002
10823,2015-07-24,71.580002
10824,2015-07-27,71.379997
10825,2015-07-28,72.099998
10826,2015-07-29,72.230003
10827,2015-07-30,72.160004
10828,2015-07-31,71.980003
10829,2015-08-03,72.18
10830,2015-08-04,72.25
10831,2015-08-05,73.510002
10832,2015-08-06,72.790001
10833,2015-08-07,71.25
10834,2015-08-10,71.480003
10835,2015-08-11,71.93
10836,2015-08-12,72.580002
10837,2015-08-13,72.110001
10838,2015-08-14,72.379997
10839,2015-08-17,71.910004
10840,2015-08-18,69.480003
10841,2015-08-19,68.57
10842,2015-08-20,68.43
10843,2015-08-21,66.540001
10844,2015-08-24,63.950001
10845,2015-08-25,63.099998
10846,2015-08-26,64.830002
10847,2015-08-27,66.080002
10848,2015-08-28,64.940002
10849,2015-08-31,64.730003
10850,2015-09-01,63.82
10851,2015-09-02,64.440002
10852,2015-09-03,64.860001
10853,2015-09-04,63.889999
10854,2015-09-08,66.379997
10855,2015-09-09,65.120003
10856,2015-09-10,64.120003
10857,2015-09-11,64.650002
10858,2015-09-14,64.279999
10859,2015-09-15,64.32
10860,2015-09-16,64.690002
10861,2015-09-17,64.470001
10862,2015-09-18,63.34
10863,2015-09-21,63.720001
10864,2015-09-22,63.59
10865,2015-09-23,63.720001
10866,2015-09-24,63.830002
10867,2015-09-25,63.779999
10868,2015-09-28,63.66
10869,2015-09-29,63.779999
10870,2015-09-30,64.839996
10871,2015-10-01,64.269997
10872,2015-10-02,64.980003
10873,2015-10-05,65.870003
10874,2015-10-06,65.68
10875,2015-10-07,66.360001
10876,2015-10-08,66.879997
10877,2015-10-09,66.690002
10878,2015-10-12,66.93
10879,2015-10-13,66.730003
10880,2015-10-14,60.029999
10881,2015-10-15,59.330002
10882,2015-10-16,58.889999
10883,2015-10-19,58.849998
10884,2015-10-20,58.75
10885,2015-10-21,58.639999
10886,2015-10-22,58.900002
10887,2015-10-23,58.299999
10888,2015-10-26,58.02
10889,2015-10-27,57.48
10890,2015-10-28,57.639999
10891,2015-10-29,57.959999
10892,2015-10-30,57.240002
10893,2015-11-02,57.610001
10894,2015-11-03,58.110001
10895,2015-11-04,58.369999
10896,2015-11-05,58.610001
10897,2015-11-06,58.779999
10898,2015-11-09,58.490002
10899,2015-11-10,58.68
10900,2015-11-11,57.580002
10901,2015-11-12,56.950001
10902,2015-11-13,56.419998
10903,2015-11-16,57.869999
10904,2015-11-17,59.919998
10905,2015-11-18,60.93
10906,2015-11-19,60.700001
10907,2015-11-20,60.07
10908,2015-11-23,60.259998
10909,2015-11-24,59.919998
10910,2015-11-25,60.240002
10911,2015-11-27,59.889999
10912,2015-11-30,58.84
10913,2015-12-01,58.990002
10914,2015-12-02,58.349998
10915,2015-12-03,59.040001
10916,2015-12-04,59.66
10917,2015-12-07,60.5
10918,2015-12-08,59.610001
10919,2015-12-09,59.130001
10920,2015-12-10,59.560001
10921,2015-12-11,59.360001
10922,2015-12-14,60.389999
10923,2015-12-15,59.639999
10924,2015-12-16,60.299999
10925,2015-12-17,58.98
10926,2015-12-18,58.849998
10927,2015-12-21,59.549999
10928,2015-12-22,60.540001
10929,2015-12-23,61.09
10930,2015-12-24,60.830002
10931,2015-12-28,60.75
10932,2015-12-29,61.610001
10933,2015-12-30,61.68
10934,2015-12-31,61.299999
10935,2016-01-04,61.459999
10936,2016-01-05,62.919998
10937,2016-01-06,63.549999
10938,2016-01-07,65.029999
10939,2016-01-08,63.540001
10940,2016-01-11,64.220001
10941,2016-01-12,63.619999
10942,2016-01-13,61.919998
10943,2016-01-14,63.060001
10944,2016-01-15,61.93
10945,2016-01-19,62.560001
10946,2016-01-20,60.84
10947,2016-01-21,61.880001
10948,2016-01-22,62.689999
10949,2016-01-25,63.450001
10950,2016-01-26,64.0
10951,2016-01-27,63.950001
10952,2016-01-28,64.220001
10953,2016-01-29,66.360001
10954,2016-02-01,67.5
10955,2016-02-02,66.860001
10956,2016-02-03,66.269997
10957,2016-02-04,66.419998
10958,2016-02-05,67.0
10959,2016-02-08,66.900002
10960,2016-02-09,65.809998
10961,2016-02-10,65.790001
10962,2016-02-11,65.32
10963,2016-02-12,66.18
10964,2016-02-16,65.900002
10965,2016-02-17,66.110001
10966,2016-02-18,64.120003
10967,2016-02-19,64.660004
10968,2016-02-22,65.629997
10969,2016-02-23,66.480003
10970,2016-02-24,67.120003
10971,2016-02-25,68.040001
10972,2016-02-26,66.510002
10973,2016-02-29,66.339996
10974,2016-03-01,66.459999
10975,2016-03-02,66.209999
10976,2016-03-03,66.139999
10977,2016-03-04,66.779999
10978,2016-03-07,67.889999
10979,2016-03-08,68.040001
10980,2016-03-09,67.529999
10981,2016-03-10,67.410004
10982,2016-03-11,67.169998
10983,2016-03-14,67.360001
10984,2016-03-15,68.089996
10985,2016-03-16,67.989998
10986,2016-03-17,67.449997
10987,2016-03-18,66.949997
10988,2016-03-21,67.970001
10989,2016-03-22,67.870003
10990,2016-03-23,67.459999
10991,2016-03-24,68.0
10992,2016-03-28,68.120003
10993,2016-03-29,68.029999
10994,2016-03-30,68.800003
10995,2016-03-31,68.489998
10996,2016-04-01,69.059998
10997,2016-04-04,69.099998
10998,2016-04-05,68.639999
10999,2016-04-06,69.040001
11000,2016-04-07,68.220001
11001,2016-04-08,68.059998
11002,2016-04-11,67.400002
11003,2016-04-12,68.800003
11004,2016-04-13,69.150002
11005,2016-04-14,68.800003
11006,2016-04-15,69.059998
11007,2016-04-18,69.860001
11008,2016-04-19,69.769997
11009,2016-04-20,69.209999
11010,2016-04-21,68.470001
11011,2016-04-22,68.720001
11012,2016-04-25,69.470001
11013,2016-04-26,69.300003
11014,2016-04-27,69.419998
11015,2016-04-28,68.910004
11016,2016-04-29,66.870003
11017,2016-05-02,67.589996
11018,2016-05-03,67.0
11019,2016-05-04,67.190002
11020,2016-05-05,67.209999
11021,2016-05-06,68.25
11022,2016-05-09,68.949997
11023,2016-05-10,68.790001
11024,2016-05-11,66.410004
11025,2016-05-12,66.849998
11026,2016-05-13,64.940002
11027,2016-05-16,66.019997
11028,2016-05-17,65.099998
11029,2016-05-18,63.150002
11030,2016-05-19,69.199997
11031,2016-05-20,69.860001
11032,2016-05-23,69.5
11033,2016-05-24,70.239998
11034,2016-05-25,70.480003
11035,2016-05-26,70.849998
11036,2016-05-27,70.75
11037,2016-05-31,70.779999
11038,2016-06-01,70.5
11039,2016-06-02,70.949997
11040,2016-06-03,70.870003
11041,2016-06-06,71.050003
11042,2016-06-07,71.029999
11043,2016-06-08,71.279999
11044,2016-06-09,71.089996
11045,2016-06-10,71.139999
11046,2016-06-13,70.529999
11047,2016-06-14,70.949997
11048,2016-06-15,71.120003
11049,2016-06-16,71.300003
11050,2016-06-17,70.949997
11051,2016-06-20,71.099998
11052,2016-06-21,71.459999
11053,2016-06-22,71.75
11054,2016-06-23,72.099998
11055,2016-06-24,71.959999
11056,2016-06-27,71.5
11057,2016-06-28,71.510002
11058,2016-06-29,72.459999
11059,2016-06-30,73.019997
11060,2016-07-01,72.809998
11061,2016-07-05,73.139999
11062,2016-07-06,73.82
11063,2016-07-07,73.529999
11064,2016-07-08,73.839996
11065,2016-07-11,74.059998
11066,2016-07-12,73.269997
11067,2016-07-13,73.620003
11068,2016-07-14,73.699997
11069,2016-07-15,73.669998
11070,2016-07-18,73.839996
11071,2016-07-19,73.660004
11072,2016-07-20,73.790001
11073,2016-07-21,73.519997
11074,2016-07-22,73.550003
11075,2016-07-25,73.75
11076,2016-07-26,73.730003
11077,2016-07-27,73.32
11078,2016-07-28,73.239998
11079,2016-07-29,72.970001
11080,2016-08-01,73.779999
11081,2016-08-02,73.129997
11082,2016-08-03,72.940002
11083,2016-08-04,73.300003
11084,2016-08-05,73.760002
11085,2016-08-08,73.339996
11086,2016-08-09,73.540001
11087,2016-08-10,73.949997
11088,2016-08-11,73.800003
11089,2016-08-12,73.889999
11090,2016-08-15,73.32
11091,2016-08-16,72.889999
11092,2016-08-17,72.93
11093,2016-08-18,74.300003
11094,2016-08-19,72.809998
11095,2016-08-22,72.699997
11096,2016-08-23,71.970001
11097,2016-08-24,72.230003
11098,2016-08-25,71.220001
11099,2016-08-26,71.139999
11100,2016-08-29,71.400002
11101,2016-08-30,71.309998
11102,2016-08-31,71.440002
11103,2016-09-01,72.839996
11104,2016-09-02,72.5
11105,2016-09-06,73.0
11106,2016-09-07,72.059998
11107,2016-09-08,71.830002
11108,2016-09-09,70.300003
11109,2016-09-12,71.940002
11110,2016-09-13,71.459999
11111,2016-09-14,71.519997
11112,2016-09-15,72.400002
11113,2016-09-16,72.870003
11114,2016-09-19,72.089996
11115,2016-09-20,71.970001
11116,2016-09-21,72.190002
11117,2016-09-22,72.269997
11118,2016-09-23,72.349998
11119,2016-09-26,71.620003
11120,2016-09-27,72.330002
11121,2016-09-28,71.790001
11122,2016-09-29,70.730003
11123,2016-09-30,72.120003
11124,2016-10-03,72.010002
11125,2016-10-04,71.75
11126,2016-10-05,71.669998
11127,2016-10-06,69.360001
11128,2016-10-07,68.699997
11129,2016-10-10,67.980003
11130,2016-10-11,67.389999
11131,2016-10-12,67.459999
11132,2016-10-13,68.230003
11133,2016-10-14,68.449997
11134,2016-10-17,68.220001
11135,2016-10-18,68.870003
11136,2016-10-19,68.889999
11137,2016-10-20,68.730003
11138,2016-10-21,68.339996
11139,2016-10-24,69.190002
11140,2016-10-25,69.360001
11141,2016-10-26,69.589996
11142,2016-10-27,69.830002
11143,2016-10-28,69.989998
11144,2016-10-31,70.019997
11145,2016-11-01,69.300003
11146,2016-11-02,69.449997
11147,2016-11-03,69.629997
11148,2016-11-04,69.160004
11149,2016-11-07,69.779999
11150,2016-11-08,69.790001
11151,2016-11-09,71.099998
11152,2016-11-10,71.389999
11153,2016-11-11,71.230003
11154,2016-11-14,70.489998
11155,2016-11-15,71.419998
11156,2016-11-16,71.389999
11157,2016-11-17,69.190002
11158,2016-11-18,68.540001
11159,2016-11-21,69.370003
11160,2016-11-22,70.120003
11161,2016-11-23,70.830002
11162,2016-11-25,71.230003
11163,2016-11-28,71.190002
11164,2016-11-29,71.370003
11165,2016-11-30,70.43
11166,2016-12-01,70.669998
11167,2016-12-02,70.879997
11168,2016-12-05,69.940002
11169,2016-12-06,70.360001
11170,2016-12-07,70.599998
11171,2016-12-08,70.339996
11172,2016-12-09,70.080002
11173,2016-12-12,71.669998
11174,2016-12-13,71.800003
11175,2016-12-14,71.339996
11176,2016-12-15,71.080002
11177,2016-12-16,70.980003
11178,2016-12-19,71.580002
11179,2016-12-20,71.82
11180,2016-12-21,71.239998
11181,2016-12-22,69.589996
11182,2016-12-23,69.540001
11183,2016-12-27,69.699997
11184,2016-12-28,69.309998
11185,2016-12-29,69.260002
11186,2016-12-30,69.120003
11187,2017-01-03,68.660004
11188,2017-01-04,69.059998
11189,2017-01-05,69.209999
11190,2017-01-06,68.260002
11191,2017-01-09,68.709999
11192,2017-01-10,68.230003
11193,2017-01-11,68.529999
11194,2017-01-12,67.970001
11195,2017-01-13,67.129997
11196,2017-01-17,68.419998
11197,2017-01-18,68.110001
11198,2017-01-19,67.620003
11199,2017-01-20,67.18
11200,2017-01-23,66.650002
11201,2017-01-24,67.400002
11202,2017-01-25,66.889999
11203,2017-01-26,66.730003
11204,2017-01-27,65.660004
11205,2017-01-30,66.419998
11206,2017-01-31,66.739998
11207,2017-02-01,66.230003
11208,2017-02-02,66.699997
11209,2017-02-03,66.5
11210,2017-02-06,66.400002
11211,2017-02-07,66.889999
11212,2017-02-08,67.809998
11213,2017-02-09,69.080002
11214,2017-02-10,68.019997
11215,2017-02-13,67.769997
11216,2017-02-14,68.660004
11217,2017-02-15,68.690002
11218,2017-02-16,68.870003
11219,2017-02-17,69.370003
11220,2017-02-21,71.449997
11221,2017-02-22,71.709999
11222,2017-02-23,71.309998
11223,2017-02-24,72.389999
11224,2017-02-27,71.739998
11225,2017-02-28,70.93
11226,2017-03-01,70.449997
11227,2017-03-02,70.760002
11228,2017-03-03,70.029999
11229,2017-03-06,69.879997
11230,2017-03-07,69.870003
11231,2017-03-08,69.800003
11232,2017-03-09,69.860001
11233,2017-03-10,70.099998
11234,2017-03-13,69.949997
11235,2017-03-14,70.720001
11236,2017-03-15,70.580002
11237,2017-03-16,70.440002
11238,2017-03-17,69.889999
11239,2017-03-20,69.980003
11240,2017-03-21,69.900002
11241,2017-03-22,70.25
11242,2017-03-23,69.860001
11243,2017-03-24,69.610001
11244,2017-03-27,69.660004
11245,2017-03-28,70.32
11246,2017-03-29,70.739998
11247,2017-03-30,71.589996
11248,2017-03-31,72.080002
11249,2017-04-03,71.830002
11250,2017-04-04,72.010002
11251,2017-04-05,71.650002
11252,2017-04-06,71.43
11253,2017-04-07,72.900002
11254,2017-04-10,73.059998
11255,2017-04-11,73.43
11256,2017-04-12,73.440002
11257,2017-04-13,73.150002
11258,2017-04-17,73.489998
11259,2017-04-18,73.889999
11260,2017-04-19,74.07
11261,2017-04-20,74.800003
11262,2017-04-21,74.940002
11263,2017-04-24,74.779999
11264,2017-04-25,75.050003
11265,2017-04-26,75.43
11266,2017-04-27,75.440002
11267,2017-04-28,75.18
11268,2017-05-01,75.230003
11269,2017-05-02,75.519997
11270,2017-05-03,75.760002
11271,2017-05-04,76.339996
11272,2017-05-05,76.5
11273,2017-05-08,76.120003
11274,2017-05-09,76.720001
11275,2017-05-10,76.699997
11276,2017-05-11,76.129997
11277,2017-05-12,75.709999
11278,2017-05-15,76.290001
11279,2017-05-16,75.110001
11280,2017-05-17,75.120003
11281,2017-05-18,77.540001
11282,2017-05-19,78.769997
11283,2017-05-22,78.550003
11284,2017-05-23,78.489998
11285,2017-05-24,78.150002
11286,2017-05-25,78.309998
11287,2017-05-26,78.129997
11288,2017-05-30,78.150002
11289,2017-05-31,78.599998
11290,2017-06-01,79.809998
11291,2017-06-02,79.620003
11292,2017-06-05,80.260002
11293,2017-06-06,78.93
11294,2017-06-07,79.150002
11295,2017-06-08,78.93
11296,2017-06-09,79.419998
11297,2017-06-12,79.239998
11298,2017-06-13,79.519997
11299,2017-06-14,79.900002
11300,2017-06-15,78.910004
11301,2017-06-16,75.239998
11302,2017-06-19,75.5
11303,2017-06-20,75.540001
11304,2017-06-21,76.239998
11305,2017-06-22,75.519997
11306,2017-06-23,74.839996
11307,2017-06-26,75.5
11308,2017-06-27,76.010002
11309,2017-06-28,76.510002
11310,2017-06-29,75.93
