Date,Close
1/4/2010,54.23
1/5/2010,53.689999
1/6/2010,53.57
1/7/2010,53.599998
1/8/2010,53.330002
1/11/2010,54.209999
1/12/2010,54.73
1/13/2010,55.009998
1/14/2010,54.209999
1/15/2010,53.68
1/19/2010,54.029999
1/20/2010,53.860001
1/21/2010,52.919998
1/22/2010,52.939999
1/25/2010,52.880001
1/26/2010,53.610001
1/27/2010,53.400002
1/28/2010,52.610001
1/29/2010,53.43
2/1/2010,53.48
2/2/2010,53.490002
2/3/2010,54.27
2/4/2010,52.970001
2/5/2010,53.450001
2/8/2010,52.93
2/9/2010,53.25
2/10/2010,53.240002
2/11/2010,53.080002
2/12/2010,52.900002
2/16/2010,53.560001
2/17/2010,54.060001
2/18/2010,53.470001
2/19/2010,53.490002
2/22/2010,53.830002
2/23/2010,53.619999
2/24/2010,53.919998
2/25/2010,54.150002
2/26/2010,54.07
3/1/2010,53.900002
3/2/2010,53.59
3/3/2010,53.66
3/4/2010,53.959999
3/5/2010,54.139999
3/8/2010,54.150002
3/9/2010,54.060001
3/10/2010,53.630001
3/11/2010,53.970001
3/12/2010,53.900002
3/15/2010,55.419998
3/16/2010,55.990002
3/17/2010,55.919998
3/18/2010,55.939999
3/19/2010,55.34
3/22/2010,55.619999
3/23/2010,55.889999
3/24/2010,55.580002
3/25/2010,55.610001
3/26/2010,55.509998
3/29/2010,55.740002
3/30/2010,55.91
3/31/2010,55.599998
4/1/2010,55.490002
4/5/2010,55.490002
4/6/2010,55.529999
4/7/2010,55.279999
4/8/2010,55.380001
4/9/2010,55.07
4/12/2010,55.02
4/13/2010,54.720001
4/14/2010,54.639999
4/15/2010,54.130001
4/16/2010,54.110001
4/19/2010,54.389999
4/20/2010,54.52
4/21/2010,54.470001
4/22/2010,54.490002
4/23/2010,54.529999
4/26/2010,54.040001
4/27/2010,54.040001
4/28/2010,53.610001
4/29/2010,53.700001
4/30/2010,53.639999
5/3/2010,53.740002
5/4/2010,54.02
5/5/2010,54.77
5/6/2010,53.23
5/7/2010,52.400002
5/10/2010,52.580002
5/11/2010,52.459999
5/12/2010,52.48
5/13/2010,52.400002
5/14/2010,52.119999
5/17/2010,52.73
5/18/2010,53.709999
5/19/2010,53.040001
5/20/2010,51.299999
5/21/2010,51.369999
5/24/2010,51
5/25/2010,50.279999
5/26/2010,50.02
5/27/2010,50.700001
5/28/2010,50.560001
6/1/2010,50.919998
6/2/2010,51.720001
6/3/2010,51.720001
6/4/2010,50.400002
6/7/2010,50.740002
6/8/2010,50.779999
6/9/2010,50.990002
6/10/2010,51.220001
6/11/2010,50.860001
6/14/2010,51.240002
6/15/2010,51.639999
6/16/2010,50.98
6/17/2010,51.41
6/18/2010,51.549999
6/21/2010,51.02
6/22/2010,50.68
6/23/2010,50.810001
6/24/2010,50.029999
6/25/2010,48.799999
6/28/2010,49.57
6/29/2010,48.900002
6/30/2010,48.07
7/1/2010,48.34
7/2/2010,48
7/6/2010,48.57
7/7/2010,48.919998
7/8/2010,49.18
7/9/2010,49.43
7/12/2010,50.119999
7/13/2010,50.540001
7/14/2010,50.349998
7/15/2010,50.41
7/16/2010,49.669998
7/19/2010,49.52
7/20/2010,50.880001
7/21/2010,50.349998
7/22/2010,50.860001
7/23/2010,51.669998
7/26/2010,51.130001
7/27/2010,50.959999
7/28/2010,51.130001
7/29/2010,51.060001
7/30/2010,51.189999
8/2/2010,51.41
8/3/2010,51.290001
8/4/2010,51.599998
8/5/2010,51.619999
8/6/2010,51.790001
8/9/2010,52.060001
8/10/2010,52.220001
8/11/2010,51.02
8/12/2010,50.43
8/13/2010,50.400002
8/16/2010,50.41
8/17/2010,51.02
8/18/2010,50.860001
8/19/2010,50.060001
8/20/2010,50.220001
8/23/2010,51.139999
8/24/2010,51.299999
8/25/2010,51.549999
8/26/2010,50.970001
8/27/2010,51
8/30/2010,50.549999
8/31/2010,50.139999
9/1/2010,51.200001
9/2/2010,51.759998
9/3/2010,52.040001
9/7/2010,51.860001
9/8/2010,51.830002
9/9/2010,51.91
9/10/2010,51.970001
9/13/2010,52.209999
9/14/2010,52.66
9/15/2010,52.860001
9/16/2010,53.150002
9/17/2010,53.009998
9/20/2010,53.540001
9/21/2010,53.57
9/22/2010,53.82
9/23/2010,53.650002
9/24/2010,54.080002
9/27/2010,53.48
9/28/2010,53.82
9/29/2010,53.349998
9/30/2010,53.52
10/1/2010,53.360001
10/4/2010,53.57
10/5/2010,54
10/6/2010,54.560001
10/7/2010,54.360001
10/8/2010,54.41
10/11/2010,54.610001
10/12/2010,53.919998
10/13/2010,53.82
10/14/2010,53.25
10/15/2010,53.349998
10/18/2010,53.759998
10/19/2010,53.32
10/20/2010,53.470001
10/21/2010,54.029999
10/22/2010,54.060001
10/25/2010,53.950001
10/26/2010,54.560001
10/27/2010,53.869999
10/28/2010,54.080002
10/29/2010,54.169998
11/1/2010,54.310001
11/2/2010,54.790001
11/3/2010,54.91
11/4/2010,55.360001
11/5/2010,55.200001
11/8/2010,54.91
11/9/2010,55.049999
11/10/2010,54.509998
11/11/2010,54.34
11/12/2010,54.130001
11/15/2010,53.950001
11/16/2010,54.259998
11/17/2010,53.77
11/18/2010,53.98
11/19/2010,54.389999
11/22/2010,54.380001
11/23/2010,53.669998
11/24/2010,54.009998
11/26/2010,53.740002
11/29/2010,53.849998
11/30/2010,54.09
12/1/2010,54.700001
12/2/2010,54.75
12/3/2010,54.619999
12/6/2010,54.490002
12/7/2010,55.09
12/8/2010,54.490002
12/9/2010,54.34
12/10/2010,54.279999
12/13/2010,54.209999
12/14/2010,54.450001
12/15/2010,54.23
12/16/2010,54.630001
12/17/2010,54.41
12/20/2010,53.77
12/21/2010,53.650002
12/22/2010,53.310001
12/23/2010,53.599998
12/27/2010,53.57
12/28/2010,53.740002
12/29/2010,54.080002
12/30/2010,54.07
12/31/2010,53.93
1/3/2011,54.560001
1/4/2011,54.77
1/5/2011,54.41
1/6/2011,53.959999
1/7/2011,54.080002
1/10/2011,53.73
1/11/2011,54.290001
1/12/2011,54.849998
1/13/2011,54.790001
1/14/2011,54.810001
1/18/2011,55.139999
1/19/2011,55.029999
1/20/2011,55.990002
1/21/2011,55.73
1/24/2011,56.049999
1/25/2011,57.259998
1/26/2011,57.32
1/27/2011,57.57
1/28/2011,56.700001
1/31/2011,56.07
2/1/2011,56.330002
2/2/2011,55.860001
2/3/2011,55.919998
2/4/2011,56.029999
2/7/2011,56.07
2/8/2011,56.380001
2/9/2011,56.73
2/10/2011,55.59
2/11/2011,55.689999
2/14/2011,54.799999
2/15/2011,54.950001
2/16/2011,54.549999
2/17/2011,54.75
2/18/2011,55.380001
2/22/2011,53.669998
2/23/2011,53.029999
2/24/2011,52.09
2/25/2011,51.75
2/28/2011,51.98
3/1/2011,52.07
3/2/2011,51.970001
3/3/2011,52.009998
3/4/2011,52.07
3/7/2011,52.02
3/8/2011,52.439999
3/9/2011,52.669998
3/10/2011,52.650002
3/11/2011,52.59
3/14/2011,52.32
3/15/2011,52.060001
3/16/2011,51.380001
3/17/2011,51.369999
3/18/2011,51.52
3/21/2011,51.919998
3/22/2011,52
3/23/2011,51.639999
3/24/2011,52.59
3/25/2011,52.349998
3/28/2011,52.189999
3/29/2011,52.259998
3/30/2011,52.360001
3/31/2011,52.049999
4/1/2011,52.130001
4/4/2011,52.650002
4/5/2011,52.740002
4/6/2011,52.98
4/7/2011,53
4/8/2011,52.540001
4/11/2011,52.82
4/12/2011,53.52
4/13/2011,53.630001
4/14/2011,53.5
4/15/2011,53.549999
4/18/2011,53.310001
4/19/2011,53.349998
4/20/2011,53.689999
4/21/2011,53.580002
4/25/2011,53.369999
4/26/2011,53.91
4/27/2011,54.419998
4/28/2011,54.689999
4/29/2011,54.98
5/2/2011,55.040001
5/3/2011,55.459999
5/4/2011,55.369999
5/5/2011,55.07
5/6/2011,55.02
5/9/2011,55.099998
5/10/2011,55.529999
5/11/2011,55.169998
5/12/2011,55.720001
5/13/2011,55.720001
5/16/2011,56.060001
5/17/2011,55.540001
5/18/2011,55.18
5/19/2011,55.48
5/20/2011,55.290001
5/23/2011,55.220001
5/24/2011,54.779999
5/25/2011,54.560001
5/26/2011,54.619999
5/27/2011,54.700001
5/31/2011,55.220001
6/1/2011,54.299999
6/2/2011,53.549999
6/3/2011,53.66
6/6/2011,53.759998
6/7/2011,53.830002
6/8/2011,53.689999
6/9/2011,53.619999
6/10/2011,52.720001
6/13/2011,52.619999
6/14/2011,52.91
6/15/2011,52.32
6/16/2011,52.830002
6/17/2011,52.82
6/20/2011,53.040001
6/21/2011,53.290001
6/22/2011,53.009998
6/23/2011,53.290001
6/24/2011,52.41
6/27/2011,52.290001
6/28/2011,52.529999
6/29/2011,52.639999
6/30/2011,53.139999
7/1/2011,53.509998
7/5/2011,53.389999
7/6/2011,53.720001
7/7/2011,54.490002
7/8/2011,54.080002
7/11/2011,53.869999
7/12/2011,53.939999
7/13/2011,54.02
7/14/2011,53.630001
7/15/2011,53.630001
7/18/2011,53.32
7/19/2011,53.970001
7/20/2011,53.889999
7/21/2011,54.470001
7/22/2011,54.52
7/25/2011,53.970001
7/26/2011,53.59
7/27/2011,53.25
7/28/2011,52.990002
7/29/2011,52.709999
8/1/2011,52.619999
8/2/2011,51.68
8/3/2011,51.279999
8/4/2011,50.099998
8/5/2011,50.849998
8/8/2011,48.919998
8/9/2011,50.82
8/10/2011,48.41
8/11/2011,49.73
8/12/2011,49.75
8/15/2011,49.98
8/16/2011,51.919998
8/17/2011,51.549999
8/18/2011,51.790001
8/19/2011,52.299999
8/22/2011,52.189999
8/23/2011,53.209999
8/24/2011,53.369999
8/25/2011,52.700001
8/26/2011,52.900002
8/29/2011,53.189999
8/30/2011,52.82
8/31/2011,53.189999
9/1/2011,52.650002
9/2/2011,52.029999
9/6/2011,51.68
9/7/2011,52.419998
9/8/2011,52.209999
9/9/2011,51.360001
9/12/2011,51.82
9/13/2011,51.59
9/14/2011,52.200001
9/15/2011,52.509998
9/16/2011,52.650002
9/19/2011,52.450001
9/20/2011,52.290001
9/21/2011,51.32
9/22/2011,50.279999
9/23/2011,50.799999
9/26/2011,51.830002
9/27/2011,52.029999
9/28/2011,51.310001
9/29/2011,51.93
9/30/2011,51.900002
10/3/2011,51.959999
10/4/2011,52.880001
10/5/2011,52.650002
10/6/2011,52.75
10/7/2011,53.700001
10/10/2011,54.810001
10/11/2011,54.720001
10/12/2011,55.200001
10/13/2011,55.02
10/14/2011,55.459999
