ID,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat,y
16,2016-01-27,56.7094718679469,55.4118073116996,63.3383432428351,56.7094718679469,56.7094718679469,2.6534882772368,2.6534882772368,2.6534882772368,3.0709810024643,3.0709810024643,3.0709810024643,0.15280094961692,0.15280094961692,0.15280094961692,-0.570293674844426,-0.570293674844426,-0.570293674844426,59.3629601451836,56.8062491897
17,2016-01-28,56.7849954004694,55.4662489007716,63.4423928743583,56.7849954004694,56.7849954004694,2.64828529765028,2.64828529765028,2.64828529765028,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147426,0.140005182147426,0.140005182147426,-0.562700886961453,-0.562700886961453,-0.562700886961453,59.4332806981197,57.0460879275
18,2016-01-29,56.860518932992,55.6288303990464,63.4781436106234,56.860518932992,56.860518932992,2.62995115989782,2.62995115989782,2.62995115989782,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255485714,0.116287255485714,0.116287255485714,-0.557317098052193,-0.557317098052193,-0.557317098052193,59.4904700928899,58.9470319974
19,2016-02-01,57.0870895305598,55.5745956849914,63.5303062479527,57.0870895305598,57.0870895305598,2.54131327838375,2.54131327838375,2.54131327838375,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201926151,0.0415615201926151,0.0415615201926151,-0.571229244273171,-0.571229244273171,-0.571229244273171,59.6284028089435,59.9596844458
20,2016-02-02,57.1626130630824,56.0468564829931,64.0622999589333,57.1626130630824,57.1626130630824,2.79661485434552,2.79661485434552,2.79661485434552,3.0709810024643,3.0709810024643,3.0709810024643,0.317090441496134,0.317090441496134,0.317090441496134,-0.591456589614921,-0.591456589614921,-0.591456589614921,59.9592279174279,59.3911778081
21,2016-02-03,57.238136595605,55.9728464672394,63.5149387917847,57.238136595605,57.238136595605,2.60167293293873,2.60167293293873,2.60167293293873,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616613,0.152800949616613,0.152800949616613,-0.622109019142185,-0.622109019142185,-0.622109019142185,59.8398095285437,58.8670857514
22,2016-02-04,57.3136601281275,55.7300276631292,63.5834601215562,57.3136601281275,57.3136601281275,2.54639446091134,2.54639446091134,2.54639446091134,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147428,0.140005182147428,0.140005182147428,-0.664591723700387,-0.664591723700387,-0.664591723700387,59.8600545890389,59.0003294946
23,2016-02-05,57.3891836606501,55.7879018307312,63.7429536269834,57.3891836606501,57.3891836606501,2.46712338679608,2.46712338679608,2.46712338679608,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486752,0.116287255486752,0.116287255486752,-0.72014487115497,-0.72014487115497,-0.72014487115497,59.8563070474462,59.5155386351
24,2016-02-08,57.6157542582179,55.9565400748496,63.6207509787808,57.6157542582179,57.6157542582179,2.13801401601791,2.13801401601791,2.13801401601791,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201932179,0.0415615201932179,0.0415615201932179,-0.974528506639608,-0.974528506639608,-0.974528506639608,59.7537682742358,59.4267094729
25,2016-02-09,57.6912777907405,55.8499877243237,63.9018531055605,57.6912777907405,57.6912777907405,2.29760394431519,2.29760394431519,2.29760394431519,3.0709810024643,3.0709810024643,3.0709810024643,0.317090441496299,0.317090441496299,0.317090441496299,-1.09046749964542,-1.09046749964542,-1.09046749964542,59.9888817350557,58.4584716056
26,2016-02-10,57.7668013232631,55.9903525852295,63.6553246992327,57.7668013232631,57.7668013232631,2.00150672416168,2.00150672416168,2.00150672416168,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949617116,0.152800949617116,0.152800949617116,-1.22227522791974,-1.22227522791974,-1.22227522791974,59.7683080474247,58.4407057732
27,2016-02-11,57.8423248557856,55.6416397173754,63.6770287303014,57.8423248557856,57.8423248557856,1.84126638431337,1.84126638431337,1.84126638431337,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147272,0.140005182147272,0.140005182147272,-1.36971980029821,-1.36971980029821,-1.36971980029821,59.683591240099,58.0232087111
28,2016-02-12,57.9178483883082,55.5341728296167,63.2768064026193,57.9178483883082,57.9178483883082,1.65497147930526,1.65497147930526,1.65497147930526,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486407,0.116287255486407,0.116287255486407,-1.53229677864545,-1.53229677864545,-1.53229677864545,59.5728198676135,58.7871395055
29,2016-02-16,58.2199425183986,55.0642154023436,63.3583306867032,58.2199425183986,58.2199425183986,1.07310360932537,1.07310360932537,1.07310360932537,3.0709810024643,3.0709810024643,3.0709810024643,0.317090441496307,0.317090441496307,0.317090441496307,-2.31496783463524,-2.31496783463524,-2.31496783463524,59.2930461277239,58.5384178515
30,2016-02-17,58.2954660509212,55.1480472150748,62.602520633596,58.2954660509212,58.2954660509212,0.686727952032058,0.686727952032058,0.686727952032058,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616809,0.152800949616809,0.152800949616809,-2.53705400004905,-2.53705400004905,-2.53705400004905,58.9821940029532,58.724959092
31,2016-02-18,58.3709895834438,54.9172344605369,62.7220950741287,58.3709895834438,58.3709895834438,0.444565432605103,0.444565432605103,0.444565432605103,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147518,0.140005182147518,0.140005182147518,-2.76642075200672,-2.76642075200672,-2.76642075200672,58.8155550160489,56.9572587654
32,2016-02-19,58.4465131159663,54.7419061664725,62.8494792552954,58.4465131159663,58.4465131159663,0.186059137685645,0.186059137685645,0.186059137685645,3.0709810024643,3.0709810024643,3.0709810024643,0.11628725548638,0.11628725548638,0.11628725548638,-3.00120912026504,-3.00120912026504,-3.00120912026504,58.632572253652,57.436936241
33,2016-02-22,58.6730837135341,54.0123183959538,61.8130502944956,58.6730837135341,58.6730837135341,-0.606245120592692,-0.606245120592692,-0.606245120592692,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201918255,0.0415615201918255,0.0415615201918255,-3.71878764324882,-3.71878764324882,-3.71878764324882,58.0668385929414,58.2985791137
34,2016-02-23,58.7486072460567,54.1279005505289,62.2600393533441,58.7486072460567,58.7486072460567,-0.567900623762137,-0.567900623762137,-0.567900623762137,3.0709810024643,3.0709810024643,3.0709810024643,0.317090441496208,0.317090441496208,0.317090441496208,-3.95597206772265,-3.95597206772265,-3.95597206772265,58.1807066222946,59.0536269919
35,2016-02-24,58.8241307785793,53.8827854681565,61.4340772541973,58.8241307785793,58.8241307785793,-0.965305112816018,-0.965305112816018,-0.965305112816018,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616783,0.152800949616783,0.152800949616783,-4.1890870648971,-4.1890870648971,-4.1890870648971,57.8588256657633,59.6221336296
36,2016-02-25,58.8996543111019,53.6384580736582,61.5579318717601,58.8996543111019,58.8996543111019,-1.20546215295499,-1.20546215295499,-1.20546215295499,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147276,0.140005182147276,0.140005182147276,-4.41644833756657,-4.41644833756657,-4.41644833756657,57.6941921581469,60.4393619213
37,2016-02-26,58.9751778436244,53.5585497278492,61.599387507298,58.9751778436244,58.9751778436244,-1.44924664810243,-1.44924664810243,-1.44924664810243,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486647,0.116287255486647,0.116287255486647,-4.63651490605338,-4.63651490605338,-4.63651490605338,57.525931195522,59.0802757406
38,2016-02-29,59.2017484411922,53.284521146799,60.8292398356758,59.2017484411922,59.2017484411922,-2.12758293161475,-2.12758293161475,-2.12758293161475,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201920445,0.0415615201920445,0.0415615201920445,-5.24012545427109,-5.24012545427109,-5.24012545427109,57.0741655095775,58.9292661649
39,2016-03-01,59.2772719737148,53.3247666552294,60.9547478689561,59.2772719737148,59.2772719737148,-2.03107983554578,-2.03107983554578,-2.03107983554578,3.0709810024643,3.0709810024643,3.0709810024643,0.31709044149611,0.31709044149611,0.31709044149611,-5.41915127950619,-5.41915127950619,-5.41915127950619,57.246192138169,59.0358611595
40,2016-03-02,59.3527955062374,52.9783645428689,61.0798488263813,59.3527955062374,59.3527955062374,-2.36214990995757,-2.36214990995757,-2.36214990995757,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616476,0.152800949616476,0.152800949616476,-5.58593186203835,-5.58593186203835,-5.58593186203835,56.9906455962798,58.8137882542
41,2016-03-03,59.42831903876,52.5897942284409,60.6762946163671,59.42831903876,59.42831903876,-2.52908451108427,-2.52908451108427,-2.52908451108427,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147204,0.140005182147204,0.140005182147204,-5.74007069569577,-5.74007069569577,-5.74007069569577,56.8992345276757,58.7516078407
42,2016-03-04,59.5038425712826,52.5164718096153,60.7193400260788,59.5038425712826,59.5038425712826,-2.69408881084355,-2.69408881084355,-2.69408881084355,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486461,0.116287255486461,0.116287255486461,-5.88135706879431,-5.88135706879431,-5.88135706879431,56.809753760439,59.3201144784
43,2016-03-07,59.7304131688503,52.8461738500923,60.7564921829594,59.7304131688503,59.7304131688503,-3.1158827074093,-3.1158827074093,-3.1158827074093,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201926472,0.0415615201926472,0.0415615201926472,-6.22842523006625,-6.22842523006625,-6.22842523006625,56.614530461441,60.3061181781
44,2016-03-08,59.7763865657341,52.8692356488432,60.9593741861481,59.7763865657341,59.7763865657341,-2.93120981430262,-2.93120981430262,-2.93120981430262,3.0709810024643,3.0709810024643,3.0709810024643,0.31709044149638,0.31709044149638,0.31709044149638,-6.31928125826331,-6.31928125826331,-6.31928125826331,56.8451767514315,60.4393619213
45,2016-03-09,59.8223599626179,52.5414541305428,60.7763193573362,59.8223599626179,59.8223599626179,-3.17455784885822,-3.17455784885822,-3.17455784885822,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616979,0.152800949616979,0.152800949616979,-6.3983398009395,-6.3983398009395,-6.3983398009395,56.6478021137596,60.4304790051
46,2016-03-10,59.8683333595016,52.7696226385938,60.3905951146916,59.8683333595016,59.8683333595016,-3.25506969278449,-3.25506969278449,-3.25506969278449,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147451,0.140005182147451,0.140005182147451,-6.46605587739624,-6.46605587739624,-6.46605587739624,56.6132636667171,60.3230947688
47,2016-03-11,59.9143067563854,52.630590318061,60.3662544941205,59.9143067563854,59.9143067563854,-3.33563184256986,-3.33563184256986,-3.33563184256986,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486275,0.116287255486275,0.116287255486275,-6.52290010052044,-6.52290010052044,-6.52290010052044,56.5786749138155,60.1083262961
48,2016-03-14,60.0522269470367,52.3908854326626,60.365723586625,60.0522269470367,60.0522269470367,-3.52003643656436,-3.52003643656436,-3.52003643656436,3.0709810024643,3.0709810024643,3.0709810024643,0.0415615201918551,0.0415615201918551,0.0415615201918551,-6.63257895922052,-6.63257895922052,-6.63257895922052,56.5321905104724,60.278351337
49,2016-03-15,60.0982003439205,52.8480204184526,60.7389653754662,60.0982003439205,60.0982003439205,-3.26196807518382,-3.26196807518382,-3.26196807518382,3.0709810024643,3.0709810024643,3.0709810024643,0.317090441496019,0.317090441496019,0.317090441496019,-6.65003951914415,-6.65003951914415,-6.65003951914415,56.8362322687367,60.9316054414
50,2016-03-16,60.1441737408043,53.0900952815599,60.7736886586162,60.1441737408043,60.1441737408043,-3.43455920331092,-3.43455920331092,-3.43455920331092,3.0709810024643,3.0709810024643,3.0709810024643,0.152800949616672,0.152800949616672,0.152800949616672,-6.65834115539189,-6.65834115539189,-6.65834115539189,56.7096145374934,60.8421185778
51,2016-03-17,60.1901471376881,52.5743855541257,60.5557672668591,60.1901471376881,60.1901471376881,-3.44658382874364,-3.44658382874364,-3.44658382874364,3.0709810024643,3.0709810024643,3.0709810024643,0.140005182147453,0.140005182147453,0.140005182147453,-6.65757001335539,-6.65757001335539,-6.65757001335539,56.7435633089444,60.3588895142
52,2016-03-18,60.2361205345718,52.6905827514341,60.7682568336418,60.2361205345718,60.2361205345718,-3.46043658929939,-3.46043658929939,-3.46043658929939,3.0709810024643,3.0709810024643,3.0709810024643,0.116287255486089,0.116287255486089,0.116287255486089,-6.64770484724978,-6.64770484724978,-6.64770484724978,56.7756839452724,59.9114551961
