Date,score,num_comments,Open,High,Low,Close,Adj_Close,Volume,High_Low_pct,ewm_5,price_std_5,volume_Change,volume_avg_5,volume_Close
2020-12-07,1258,128,148.46000700000002,148.990005,147.16000400000001,148,147,6159700,-0.05180951433503367,149.5316699329944,1.7888543819997065,-0.11537964412402524,8386600.0,1517191.1184817818
2020-12-08,1559,136,147.360001,149.850006,147.179993,149,148,6905500,0.4590226999876166,149.02111328866292,1.6733200530680716,0.12107732519440884,7438840.0,917288.4595371295
2020-12-09,1916,141,150.0,150.0,147.889999,148,147,6713200,-0.20974130088505116,149.01407552577527,0.8366600265339978,-0.027847368039968123,7290520.0,934980.9741379768
2020-12-10,2292,55,147.75,148.149994,146.570007,147,147,6884100,-0.2511913501462889,148.67605035051685,0.5477225575051305,0.025457307990228273,7063360.0,902793.9731743893
2020-12-11,1262,91,146.919998,147.509995,145.940002,147,147,5620300,-0.006325368499853323,148.11736690034456,0.7071067811865842,-0.18358245812815033,6725120.0,329502.6282141009
2020-12-14,2186,74,147.699997,147.720001,145.399994,145,145,8362700,0.4777180535199761,147.74491126689637,0.8366600265341337,0.48794548333718835,6456560.0,556250.4633705935
2020-12-15,2024,44,145.520004,146.360001,144.860001,145,145,10631500,-0.3534502266588,146.8299408445976,1.4832396974192115,0.27129993901491156,6897160.0,976250.5252239304
2020-12-16,2062,172,146.240005,146.889999,145.080002,145,145,8550300,0.20666466666665428,146.21996056306506,1.3416407865000288,-0.19575788929125715,7642360.0,1935256.4966949471
2020-12-17,1793,98,146.059998,146.440002,145.149994,146,146,10226500,-0.2872872164981415,145.81330704204336,1.0954451150105842,0.19603990503257185,8009780.0,1888577.5260761736
2020-12-18,1872,216,146.619995,147.179993,145.16000400000001,145,145,13794700,0.5658732348946525,145.8755380280289,0.89442719100025,0.34891702928665724,8678260.0,1979852.572289159
2020-12-21,3108,139,145.5,146.669998,145.059998,145,145,8517700,-0.20296595674530893,145.58369201868592,0.4472135955007533,-0.382538221200896,10313140.0,2187575.179965251
2020-12-22,2139,245,145.149994,146.229996,143.139999,144,144,12533000,0.9192527950310803,145.3891280124573,0.4472135955007533,0.47140660037334015,10344140.0,2153864.217633043
2020-12-23,944,38,143.53999299999998,144.220001,142.300003,143,143,6810200,-0.37864082068688554,144.92608534163818,0.7071067811870827,-0.4566185270884864,10724440.0,2373916.392377794
2020-12-24,872,44,143.53999299999998,144.389999,143.179993,143,143,3018200,-0.36978788519571504,144.28405689442545,1.1401754250995197,-0.5568118410619365,10376420.0,2851785.2561158948
2020-12-28,1124,58,144.03999299999998,145.300003,143.330002,145,145,6448300,0.6280919268168985,143.85603792961697,1.0000000000005205,1.136472069445365,8934760.0,4366340.69822775
2020-12-29,1751,166,145.639999,145.850006,143.58999599999999,144,144,5979400,0.14721261562812749,144.23735861974464,1.0000000000005205,-0.07271684009738999,7465480.0,3465157.727578934
2020-12-30,1905,111,144.880005,145.149994,143.940002,144,144,6250400,-0.46460767872709074,144.15823907982977,0.8366600265347317,0.04532227313777293,6957820.0,3458393.621611051
2020-12-31,2831,86,144.199997,144.270004,142.850006,144,144,5938000,0.173559825188921,144.1054927198865,0.8366600265347317,-0.049980801228721394,5701300.0,1530158.8348926394
2021-01-04,2517,131,144.300003,146.889999,144.279999,146,146,10727400,0.838030757789799,144.07032847992434,0.7071067811872757,0.8065678679690131,5526860.0,1417723.9992325727
2021-01-05,2890,199,146.600006,147.070007,144.490005,145,145,8832700,-0.011493486590029911,144.71355231994957,0.8944271910003961,-0.17662248075022835,7068700.0,2055824.2702137749
2021-01-06,1831,169,145.08999599999999,148.100006,145.009995,146,146,7306300,0.19767775373817353,144.8090348799664,0.8944271910003961,-0.17281239032232498,7545580.0,2150312.819568353
2021-01-07,2142,141,147.619995,147.759995,146.03999299999998,146,146,6846000,-0.44336703008499967,145.20602325331092,1.0000000000003726,-0.06300042429136499,7810960.0,1984161.2391637934
2021-01-08,2788,135,146.880005,147.0,145.809998,146,146,8159400,-0.308139176582366,145.47068216887394,0.894427191000269,0.19184925503943906,7930080.0,1882314.7789357656
2021-01-11,2173,280,146.0,147.990005,146.0,147,147,8782400,0.6722702987053877,145.64712144591596,0.4472135955005372,0.07635365345491096,8374360.0,1522310.5015074946
2021-01-12,2495,96,149.0,149.929993,148.320007,148,148,7791100,-0.19096384179939496,146.09808096394397,0.7071067811868657,-0.11287347422116967,7985360.0,886398.817124662
2021-01-13,1996,65,148.75,149.070007,147.429993,147,147,5356500,0.018651093860453383,146.73205397596266,0.8944271910000721,-0.3124847582497978,7777040.0,749262.5060684673
2021-01-14,1396,76,147.820007,148.0,146.03999299999998,146,146,7672400,0.195116017302297,146.82136931730844,0.8366600265342086,0.4323532157192196,7387080.0,1334414.7544897725
2021-01-15,2002,149,145.139999,145.899994,143.669998,144,144,11973500,0.1377489978352009,146.5475795448723,0.8366600265342086,0.5605938167978728,7552360.0,1301413.029364621
2021-01-19,2527,356,144.639999,145.070007,142.669998,143,143,8041200,0.0762391502047588,145.6983863632482,1.5165750888104135,-0.32841692069987893,8315180.0,2400167.3414576743
2021-01-21,3249,116,145.360001,145.729996,144.21000700000002,144,144,4783300,-0.3666736249739172,144.79892424216547,2.0736441353328914,-0.40515097249166787,8166940.0,2386949.3130353647
2021-01-25,1590,53,145.360001,146.25,144.270004,146,146,6343700,0.3026383743566725,144.53261616144366,1.6431676725157045,0.32621830117283057,7565380.0,2841148.529556313
2021-01-26,3702,203,145.630005,147.809998,145.470001,147,147,5010500,0.18181905417991295,145.0217441076291,1.341640786500139,-0.21016126235477717,7762820.0,2678942.8077135202
2021-01-27,785,42,146.96000700000002,147.860001,143.550003,143,143,9970100,0.841881848566467,145.6811627384194,1.643167672515701,0.9898413332002793,7230440.0,2951986.007419412
2021-01-28,1933,68,144.46000700000002,146.259995,143.630005,143,143,7433900,-0.38979322032168284,144.78744182561294,1.8165902124586877,-0.25438059798798407,6829760.0,2183075.925844083
2021-01-29,2720,194,143.179993,143.75,140.350006,140,140,10825900,0.2927782995372614,144.19162788374197,1.8165902124586877,0.45628808566163115,6708300.0,2114646.400701545
2021-02-01,2474,235,140.91000400000001,141.490005,139.190002,139,139,8648400,-0.32352733563647207,142.79441858916132,2.7748873851024802,-0.201138011620281,7916820.0,2440969.0395414685
2021-02-02,902,52,139.759995,142.149994,139.440002,140,140,9000800,0.17825585444888348,141.52961239277423,3.1304951684998845,0.04074742148836785,8377760.0,2282076.5626946
2021-02-03,773,58,140.66000400000001,142.050003,140.630005,141,141,4988900,-0.4760139513327004,141.0197415951828,1.870828693387334,-0.4457270464847569,9175820.0,1293902.4178816578
2021-02-04,1119,112,141.78999299999998,143.179993,141.259995,142,142,5782100,0.35211317199038494,141.01316106345521,1.5165750888107732,0.15899296438092558,8179580.0,2158337.4126859778
2021-02-05,1460,31,143.46000700000002,144.850006,142.529999,144,144,6814700,0.20833823785233774,141.3421073756368,1.1401754250997638,0.1785856349769115,7849220.0,2412460.6000927766
2021-02-08,816,51,144.809998,145.580002,144.46000700000002,145,145,5275100,-0.5172449910711533,142.22807158375787,1.92353840616747,-0.22592337153506392,7046980.0,1751536.989903439
2021-02-09,1951,173,144.580002,146.320007,144.580002,145,145,5302300,0.5535828284947826,143.15204772250524,2.073644135333034,0.005156300354495658,6372320.0,1625631.3733439078
2021-02-10,1897,205,145.830002,145.899994,143.53999299999998,144,144,6192300,0.35631851632611156,143.7680318150035,1.816590212458747,0.1678516870037532,5632620.0,719542.3350991935
2021-02-11,1893,109,144.139999,144.949997,143.71000700000002,144,144,4254800,-0.47458073110987176,143.84535454333567,1.224744871391921,-0.3128885874392391,5873300.0,648111.996494433
2021-02-12,2462,101,144.16000400000001,144.610001,143.669998,144,144,4463300,-0.24192695102376982,143.89690302889045,0.5477225575058668,0.04900347842436781,5567840.0,977866.6054222324
2021-02-16,3497,284,145.940002,146.389999,144.929993,145,145,9297000,0.5531929153417212,143.93126868592697,0.5477225575058668,1.0829879237335605,5097560.0,772079.1332499539
2021-02-17,742,83,144.649994,147.5,144.5,147,147,8523700,1.0547860762216148,144.28751245728463,0.5477225575058668,-0.0831773690437776,5901940.0,2046525.3902651684
2021-02-18,1924,73,139.0,140.699997,137.5,137,137,32309100,0.0666656666666654,145.1916749715231,1.303840481040798,2.79050177739714,6546220.0,2301718.8396935016
2021-02-19,2017,81,137.800003,139.419998,137.669998,138,138,12202000,-0.4531244873042062,142.46111664768208,3.7815340802379316,-0.6223355030007025,11769580.0,11708703.136428047
2021-02-22,2509,154,137.740005,138.33999599999999,136.25,137,137,10702200,0.1942834285714201,140.9740777651214,4.4384682042345585,-0.12291427634813967,13359020.0,10948269.127903277
2021-02-23,1341,136,137.110001,137.389999,135.059998,135,135,10433400,0.11483514800985173,139.6493851767476,4.8166378315170615,-0.025116331221617938,14606800.0,9994979.629043773
2021-02-24,871,220,135.869995,136.16000400000001,133.050003,133,133,15521900,0.33476380482241663,138.09959011783172,4.711687595756081,0.4877125385780283,14834080.0,9856006.819041878
2021-02-25,2869,201,133.100006,134.009995,131.479996,131,131,11108200,-0.18649575996921075,136.39972674522116,2.00000000000055,-0.2843530753322725,16233720.0,9211687.16397816
2021-02-26,825,156,131.479996,131.809998,129.860001,129,129,14146800,-0.22924989298415,134.59981783014743,2.863564212655678,0.2735456689652689,11993540.0,2084358.5699202525
2021-03-01,718,16,131.580002,132.570007,131.130005,131,131,11515100,-0.26153629979943793,132.73321188676496,3.162277660168797,-0.18602793564622389,12382500.0,2302977.7593368115
2021-03-02,4019,175,131.509995,132.75,130.009995,130,130,9734900,0.9027786072519417,132.15547459117664,2.280350850198885,-0.1545970074076647,12545080.0,2180116.9480099
2021-03-04,1823,193,127.860001,129.580002,126.279999,127,127,15087400,0.20437845916339858,131.43698306078443,1.4832396974201263,0.5498258841898735,12405380.0,2363893.947917292
2021-03-05,1023,101,126.83000200000001,129.75,126.75,129,129,11349800,-0.09090991735462162,129.95798870718963,1.6733200530690933,-0.24772989381868316,12318480.0,2224564.8286799826
2021-03-09,2235,185,128.800003,129.880005,128.320007,128,128,10631100,-0.4800006666666642,129.63865913812643,1.483239697420226,-0.06332270172161625,12366800.0,2194119.6332470113
2021-03-10,977,36,128.860001,133.050003,128.470001,132,132,14959700,1.93590248192625,129.0924394254176,1.5811388300852263,0.4071638870860024,11663660.0,2038925.5167857409
2021-03-11,779,68,133.360001,133.490005,131.529999,132,132,11822600,-0.57205127858023,130.06162628361173,1.9235384061679746,-0.2097034031431112,12352580.0,2504876.4853780717
2021-03-12,1972,135,132.520004,134.520004,132.080002,134,134,9473500,0.2448951686882599,130.70775085574115,2.302172886644955,-0.19869571836990174,12770120.0,2100866.296792825
2021-03-15,1182,124,134.740005,134.75,132.820007,133,133,8357300,-0.20901991063941672,131.80516723716076,2.449489742783759,-0.11782340212170794,11647340.0,2052394.8798903197
2021-03-16,704,60,132.820007,134.279999,132.820007,133,133,6607200,-0.2435247174471603,132.20344482477384,2.28035085019886,-0.20940973759467774,11048840.0,2539395.640304992
2021-03-17,1388,57,132.5,133.139999,131.990005,132,132,7935597,-0.21232856070444728,132.4689632165159,0.8366600265355316,0.20105294224482373,10244060.0,3244588.795671957
